ID,Nivel_Educacion,Sector_Trabajo,Ocupacion,Horas_Semanales,Ingreso_Mensual_MXN,Clase_Ingreso
2283,Media Superior,Finanzas,Fumigador,29,19000.0,Media
2284,Licenciatura,Manufactura,Relojero,44,20200.0,Media
2285,Posgrado,Servicios,Mecánico,48,17400.0,Media
2286,Media Superior,Manufactura,Vigilante,23,8500.0,Baja
2287,Media Superior,Informal,Tornero,35,16300.0,Media
2288,Posgrado,Servicios,Meteorólogo/a,31,14300.0,Baja
2289,Media Superior,Construcción,Biólogo/a,28,11100.0,Baja
2290,Licenciatura,Informal,Chofer transportista,41,17300.0,Media
2291,Licenciatura,Manufactura,Kinesiólogo/a,34,11300.0,Baja
2292,Básica,Comercio,Kinesiólogo/a,38,8500.0,Baja
2293,Licenciatura,Informal,Óptico,38,8500.0,Baja
2294,Licenciatura,Manufactura,Fumigador,42,23000.0,Media
2295,Licenciatura,Finanzas,Cerrajero,37,9500.0,Baja
2296,Básica,Manufactura,Cajero,58,17600.0,Media
2297,Media Superior,Informal,Telefonista,20,8500.0,Baja
2298,Licenciatura,Gobierno,Kinesiólogo/a,33,15100.0,Media
2299,Media Superior,Finanzas,Traductor/a,45,15600.0,Media
2300,Media Superior,Comercio,Cocinero,32,8500.0,Baja
2301,Licenciatura,Construcción,Obrero,29,8500.0,Baja
2302,Licenciatura,Informal,Herrero,50,8500.0,Baja
2303,Posgrado,Servicios,Afilador,38,20100.0,Media
2304,Básica,Construcción,Lavandero,37,10600.0,Baja
2305,Licenciatura,Servicios,Vigilante,46,19800.0,Media
2306,Licenciatura,Servicios,Panadero,20,8800.0,Baja
2307,Media Superior,Comercio,Cerrajero,24,8900.0,Baja
2308,Licenciatura,Servicios,Periodista,25,16000.0,Media
2309,Posgrado,Comercio,Escultor,35,22800.0,Media
2310,Licenciatura,Gobierno,Lechero,52,20100.0,Media
2311,Media Superior,Comercio,Escritor,52,18100.0,Media
2312,Licenciatura,Gobierno,Psicólogo/a,36,19200.0,Media
2313,Media Superior,Construcción,Meteorólogo/a,40,17700.0,Media
2314,Media Superior,Gobierno,Abogado/a,21,8500.0,Baja
2315,Licenciatura,Gobierno,Pintor,23,13000.0,Baja
2316,Licenciatura,Manufactura,Lutier,51,13900.0,Baja
2317,Media Superior,Servicios,Repartidor,42,16700.0,Media
2318,Posgrado,Comercio,Programador,39,14600.0,Baja
2319,Media Superior,Informal,Relojero,23,8500.0,Baja
2320,Media Superior,Servicios,Profesor/a,59,29900.0,Media
2321,Posgrado,Servicios,Periodista,50,31500.0,Media
2322,Licenciatura,Comercio,Leñador,23,8500.0,Baja
2323,Posgrado,Finanzas,Médico/a cirujano/a,59,47700.0,Alta
2324,Licenciatura,Informal,Biólogo/a,50,16400.0,Media
2325,Licenciatura,Manufactura,Técnico/a de sonido,27,14800.0,Baja
2326,Básica,Comercio,Lingüista,26,8500.0,Baja
2327,Media Superior,Construcción,Obrero,37,8500.0,Baja
2328,Media Superior,Construcción,Herrero,23,8500.0,Baja
2329,Licenciatura,Informal,Actuario/a,50,25600.0,Media
2330,Media Superior,Comercio,Geógrafo/a,38,8500.0,Baja
2331,Media Superior,Gobierno,Mecánico,58,26000.0,Media
2332,Posgrado,Servicios,Pintor,55,28100.0,Media
2333,Básica,Gobierno,Farmacólogo/a,49,13300.0,Baja
2334,Licenciatura,Gobierno,Repartidor,47,19100.0,Media
2335,Media Superior,Construcción,Ingeniero/a,31,21700.0,Media
2336,Licenciatura,Finanzas,Músico/a,54,30400.0,Media
2337,Media Superior,Gobierno,Administrador/a,50,19600.0,Media
2338,Media Superior,Finanzas,Matemático/a,54,26000.0,Media
2339,Básica,Informal,Historiador/a,26,13400.0,Baja
2340,Media Superior,Comercio,Carpintero,28,8500.0,Baja
2341,Licenciatura,Manufactura,Contador/a,29,15800.0,Media
2342,Básica,Comercio,Geógrafo/a,57,17200.0,Media
2343,Licenciatura,Servicios,Pescador,52,25300.0,Media
2344,Licenciatura,Informal,Soldador,49,11700.0,Baja
2345,Media Superior,Manufactura,Actuario/a,31,20000.0,Media
2346,Media Superior,Gobierno,Matemático/a,28,8500.0,Baja
2347,Licenciatura,Servicios,Sastre,55,24300.0,Media
2348,Licenciatura,Gobierno,Camarero,48,18300.0,Media
2349,Básica,Gobierno,Fumigador,29,8500.0,Baja
2350,Media Superior,Gobierno,Herrero,36,14100.0,Baja
2351,Básica,Comercio,Ferretero,26,8500.0,Baja
2352,Licenciatura,Gobierno,Barrendero,36,16200.0,Media
2353,Media Superior,Servicios,Bombero,39,12300.0,Baja
2354,Básica,Construcción,Pintor,21,8500.0,Baja
2355,Básica,Informal,Repartidor,37,8500.0,Baja
2356,Licenciatura,Manufactura,Ferretero,55,20600.0,Media
2357,Posgrado,Informal,Ferretero,40,25100.0,Media
2358,Media Superior,Gobierno,Chofer transportista,25,13000.0,Baja
2359,Media Superior,Informal,Kinesiólogo/a,52,22200.0,Media
2360,Media Superior,Gobierno,Mecánico,38,8500.0,Baja
2361,Posgrado,Servicios,Matemático/a,38,18500.0,Media
2362,Licenciatura,Construcción,Ingeniero/a,47,21500.0,Media
2363,Media Superior,Servicios,Técnico/a de sonido,21,8500.0,Baja
2364,Básica,Construcción,Chofer transportista,39,8500.0,Baja
2365,Media Superior,Servicios,Administrador/a,54,19800.0,Media
2366,Media Superior,Manufactura,Telefonista,40,14600.0,Baja
2367,Media Superior,Comercio,Músico/a,53,12100.0,Baja
2368,Licenciatura,Finanzas,Abogado/a,57,27500.0,Media
2369,Media Superior,Finanzas,Psicólogo/a,22,12300.0,Baja
2370,Licenciatura,Manufactura,Camarero,59,18200.0,Media
2371,Media Superior,Manufactura,Cajero,45,8500.0,Baja
2372,Licenciatura,Informal,Óptico,49,8500.0,Baja
2373,Licenciatura,Informal,Lavandero,25,12500.0,Baja
2374,Licenciatura,Informal,Mecánico,52,17800.0,Media
2375,Licenciatura,Construcción,Lechero,45,8900.0,Baja
2376,Licenciatura,Gobierno,Escultor,31,10900.0,Baja
2377,Básica,Servicios,Economista,59,27100.0,Media
2378,Media Superior,Comercio,Mecánico,51,8500.0,Baja
2379,Licenciatura,Gobierno,Panadero,44,26400.0,Media
2380,Licenciatura,Construcción,Agricultor,48,19700.0,Media
2381,Licenciatura,Manufactura,Repartidor,22,8500.0,Baja
2382,Licenciatura,Finanzas,Frutero,28,9300.0,Baja
2383,Posgrado,Servicios,Químico/a,49,29800.0,Media
2384,Licenciatura,Gobierno,Pastor,40,17600.0,Media
2385,Media Superior,Servicios,Abogado/a,53,26000.0,Media
2386,Media Superior,Servicios,Jardinero,48,12600.0,Baja
2387,Posgrado,Construcción,Joyero,38,30500.0,Media
2388,Media Superior,Servicios,Cocinero,34,14400.0,Baja
2389,Licenciatura,Construcción,Animador,26,8500.0,Baja
2390,Posgrado,Finanzas,Actuario/a,47,33300.0,Media
2391,Básica,Informal,Relojero,22,8500.0,Baja
2392,Licenciatura,Informal,Músico/a,38,15400.0,Media
2393,Básica,Finanzas,Físico/a,59,20300.0,Media
2394,Licenciatura,Comercio,Albañil,20,14600.0,Baja
2395,Media Superior,Informal,Periodista,57,14100.0,Baja
2396,Posgrado,Finanzas,Diseñador/a gráfico,41,21600.0,Media
2397,Media Superior,Informal,Barrendero,50,11200.0,Baja
2398,Básica,Servicios,Agricultor,49,17900.0,Media
2399,Básica,Informal,Paleontólogo/a,40,16000.0,Media
2400,Básica,Finanzas,Pescador,24,14000.0,Baja
2401,Licenciatura,Gobierno,Relojero,41,22200.0,Media
2402,Media Superior,Informal,Médico/a cirujano/a,51,23200.0,Media
2403,Básica,Gobierno,Chofer transportista,31,10900.0,Baja
2404,Media Superior,Servicios,Bombero,45,12200.0,Baja
2405,Media Superior,Gobierno,Apicultor,59,17400.0,Media
2406,Licenciatura,Gobierno,Herrero,21,8500.0,Baja
2407,Licenciatura,Comercio,Escultor,45,11300.0,Baja
2408,Básica,Comercio,Bibliotecario/a,43,20000.0,Media
2409,Media Superior,Informal,Ingeniero/a,29,9000.0,Baja
2410,Licenciatura,Manufactura,Programador,38,15000.0,Media
2411,Posgrado,Servicios,Desarrollador/a web,49,27400.0,Media
2412,Básica,Manufactura,Barrendero,26,8500.0,Baja
2413,Licenciatura,Manufactura,Carpintero,24,8500.0,Baja
2414,Licenciatura,Manufactura,Profesor/a,27,13400.0,Baja
2415,Media Superior,Manufactura,Panadero,44,11900.0,Baja
2416,Básica,Informal,Fumigador,34,9700.0,Baja
2417,Básica,Servicios,Pescador,57,24200.0,Media
2418,Posgrado,Finanzas,Cajero,46,20500.0,Media
2419,Media Superior,Manufactura,Sastre,40,8500.0,Baja
2420,Licenciatura,Informal,Filólogo/a,58,20400.0,Media
2421,Posgrado,Gobierno,Pintor,58,26500.0,Media
2422,Posgrado,Manufactura,Farmacólogo/a,37,20700.0,Media
2423,Media Superior,Gobierno,Camarero,59,25000.0,Media
2424,Básica,Comercio,Soldador,37,8500.0,Baja
2425,Licenciatura,Manufactura,Telefonista,35,10100.0,Baja
2426,Posgrado,Informal,Periodista,43,16500.0,Media
2427,Licenciatura,Informal,Guardabosques,38,8700.0,Baja
2428,Básica,Comercio,Soldador,23,8500.0,Baja
2429,Básica,Finanzas,Guardabosques,46,21100.0,Media
2430,Básica,Servicios,Albañil,43,19900.0,Media
2431,Posgrado,Construcción,Psicólogo/a,44,22800.0,Media
2432,Licenciatura,Gobierno,Radiólogo/a,54,25400.0,Media
2433,Licenciatura,Informal,Relojero,47,19900.0,Media
2434,Media Superior,Finanzas,Agricultor,24,8500.0,Baja
2435,Media Superior,Servicios,Mecánico,30,8500.0,Baja
2436,Media Superior,Informal,Animador,58,11600.0,Baja
2437,Media Superior,Manufactura,Radiólogo/a,20,8500.0,Baja
2438,Licenciatura,Informal,Imprentero,57,11200.0,Baja
2439,Básica,Manufactura,Mecánico,52,10300.0,Baja
2440,Básica,Construcción,Zapatero,59,8500.0,Baja
2441,Básica,Servicios,Técnico/a de sonido,44,8900.0,Baja
2442,Básica,Manufactura,Ferretero,25,16100.0,Media
2443,Media Superior,Servicios,Meteorólogo/a,27,14200.0,Baja
2444,Licenciatura,Informal,Peluquero,36,14700.0,Baja
2445,Media Superior,Informal,Radiólogo/a,36,8800.0,Baja
2446,Licenciatura,Manufactura,Pastor,27,8800.0,Baja
2447,Media Superior,Gobierno,Biólogo/a,51,15400.0,Media
2448,Licenciatura,Construcción,Desarrollador/a web,41,12700.0,Baja
2449,Posgrado,Servicios,Soldador,55,26600.0,Media
2450,Licenciatura,Manufactura,Animador,48,22100.0,Media
2451,Licenciatura,Servicios,Matemático/a,29,14200.0,Baja
2452,Básica,Comercio,Escultor,57,10200.0,Baja
2453,Licenciatura,Gobierno,Animador,45,9200.0,Baja
2454,Media Superior,Finanzas,Profesor/a,20,13100.0,Baja
2455,Media Superior,Comercio,Músico/a,44,12100.0,Baja
2456,Licenciatura,Servicios,Diseñador/a gráfico,47,34700.0,Media
2457,Licenciatura,Comercio,Repartidor,26,10100.0,Baja
2458,Media Superior,Informal,Técnico/a de sonido,36,13300.0,Baja
2459,Licenciatura,Gobierno,Físico/a,24,11500.0,Baja
2460,Licenciatura,Informal,Telefonista,41,14300.0,Baja
2461,Media Superior,Informal,Camarero,27,9600.0,Baja
2462,Posgrado,Comercio,Artesano,24,10900.0,Baja
2463,Posgrado,Informal,Biólogo/a,28,8500.0,Baja
2464,Posgrado,Informal,Jardinero,44,13300.0,Baja
2465,Licenciatura,Construcción,Artesano,38,24200.0,Media
2466,Posgrado,Gobierno,Lingüista,26,26100.0,Media
2467,Media Superior,Finanzas,Leñador,42,13300.0,Baja
2468,Licenciatura,Comercio,Obrero,49,12100.0,Baja
2469,Media Superior,Informal,Panadero,42,9200.0,Baja
2470,Posgrado,Gobierno,Farmacólogo/a,47,24200.0,Media
2471,Licenciatura,Servicios,Físico/a,46,24400.0,Media
2472,Licenciatura,Servicios,Imprentero,38,15300.0,Media
2473,Posgrado,Servicios,Desarrollador/a web,51,27200.0,Media
2474,Básica,Gobierno,Físico/a,28,14700.0,Baja
2475,Licenciatura,Comercio,Peluquero,43,11800.0,Baja
2476,Posgrado,Finanzas,Bibliotecario/a,54,25400.0,Media
2477,Licenciatura,Gobierno,Óptico,30,18500.0,Media
2478,Licenciatura,Gobierno,Abogado/a,25,11700.0,Baja
2479,Licenciatura,Finanzas,Lechero,37,25300.0,Media
2480,Básica,Servicios,Kinesiólogo/a,29,13500.0,Baja
2481,Licenciatura,Servicios,Artesano,37,8500.0,Baja
2482,Media Superior,Servicios,Desarrollador/a web,29,14700.0,Baja
2483,Licenciatura,Construcción,Panadero,45,18100.0,Media
2484,Licenciatura,Comercio,Pintor,48,18300.0,Media
2485,Licenciatura,Finanzas,Óptico,32,18300.0,Media
2486,Media Superior,Manufactura,Mecánico,37,8500.0,Baja
2487,Posgrado,Construcción,Paleontólogo/a,32,27400.0,Media
2488,Básica,Manufactura,Bibliotecario/a,21,10000.0,Baja
2489,Media Superior,Comercio,Psicoanalista,22,14200.0,Baja
2490,Licenciatura,Manufactura,Filólogo/a,40,20200.0,Media
2491,Licenciatura,Servicios,Diseñador/a gráfico,21,8500.0,Baja
2492,Media Superior,Construcción,Afilador,45,11400.0,Baja
2493,Licenciatura,Manufactura,Matemático/a,59,22500.0,Media
2494,Licenciatura,Manufactura,Técnico/a de sonido,34,19400.0,Media
2495,Posgrado,Servicios,Médico/a cirujano/a,26,18400.0,Media
2496,Licenciatura,Informal,Peletero,41,19900.0,Media
2497,Media Superior,Comercio,Psicólogo/a,33,8500.0,Baja
2498,Licenciatura,Manufactura,Químico/a,54,23200.0,Media
2499,Media Superior,Servicios,Mecánico,22,8500.0,Baja
2500,Licenciatura,Informal,Cerrajero,46,19100.0,Media
2501,Básica,Informal,Enfermero/a,25,10600.0,Baja
2502,Posgrado,Manufactura,Escultor,48,22500.0,Media
2503,Posgrado,Manufactura,Barbero,46,24100.0,Media
2504,Posgrado,Finanzas,Imprentero,27,15000.0,Media
2505,Media Superior,Informal,Relojero,54,16600.0,Media
2506,Posgrado,Manufactura,Físico/a,38,15000.0,Media
2507,Licenciatura,Gobierno,Actuario/a,27,13800.0,Baja
2508,Media Superior,Manufactura,Enfermero/a,20,8500.0,Baja
2509,Licenciatura,Gobierno,Paleontólogo/a,25,10400.0,Baja
2510,Media Superior,Manufactura,Físico/a,56,24100.0,Media
2511,Media Superior,Gobierno,Panadero,38,11800.0,Baja
2512,Media Superior,Construcción,Ferretero,37,14000.0,Baja
2513,Posgrado,Servicios,Fumigador,51,30100.0,Media
2514,Media Superior,Servicios,Bombero,39,13400.0,Baja
2515,Posgrado,Comercio,Lingüista,57,21700.0,Media
2516,Licenciatura,Informal,Peletero,33,13300.0,Baja
2517,Licenciatura,Informal,Agricultor,37,8500.0,Baja
2518,Licenciatura,Construcción,Médico/a cirujano/a,20,13000.0,Baja
2519,Básica,Manufactura,Repartidor,57,14200.0,Baja
2520,Licenciatura,Gobierno,Meteorólogo/a,53,20400.0,Media
2521,Posgrado,Informal,Físico/a,41,19000.0,Media
2522,Media Superior,Finanzas,Meteorólogo/a,42,16200.0,Media
2523,Licenciatura,Finanzas,Carnicero,22,8500.0,Baja
2524,Media Superior,Gobierno,Lechero,27,8500.0,Baja
2525,Media Superior,Informal,Técnico/a de sonido,22,8600.0,Baja
2526,Básica,Construcción,Veterinario/a,38,16500.0,Media
2527,Media Superior,Manufactura,Psicólogo/a,28,8500.0,Baja
2528,Media Superior,Finanzas,Jardinero,53,23900.0,Media
2529,Media Superior,Servicios,Imprentero,28,10300.0,Baja
2530,Licenciatura,Finanzas,Lavandero,37,20500.0,Media
2531,Media Superior,Servicios,Barrendero,31,8500.0,Baja
2532,Básica,Gobierno,Carnicero,41,8500.0,Baja
2533,Licenciatura,Informal,Fumigador,44,8500.0,Baja
2534,Básica,Comercio,Técnico/a de sonido,39,11000.0,Baja
2535,Media Superior,Gobierno,Técnico/a de sonido,26,20000.0,Media
2536,Básica,Informal,Administrador/a,34,14400.0,Baja
2537,Media Superior,Finanzas,Programador,57,24000.0,Media
2538,Básica,Manufactura,Profesor/a,33,13800.0,Baja
2539,Básica,Gobierno,Profesor/a,36,13700.0,Baja
2540,Licenciatura,Construcción,Telefonista,20,8500.0,Baja
2541,Básica,Comercio,Herrero,25,9100.0,Baja
2542,Básica,Informal,Vigilante,33,8500.0,Baja
2543,Posgrado,Gobierno,Diseñador/a gráfico,58,35900.0,Alta
2544,Básica,Gobierno,Cerrajero,50,16500.0,Media
2545,Licenciatura,Comercio,Filólogo/a,34,10600.0,Baja
2546,Licenciatura,Servicios,Técnico/a de sonido,41,18600.0,Media
2547,Posgrado,Finanzas,Obrero,40,30600.0,Media
2548,Básica,Finanzas,Lavandero,43,19500.0,Media
2549,Media Superior,Informal,Paleontólogo/a,51,31000.0,Media
2550,Licenciatura,Informal,Técnico/a de sonido,36,18200.0,Media
2551,Básica,Gobierno,Frutero,59,26000.0,Media
2552,Licenciatura,Servicios,Escultor,35,8700.0,Baja
2553,Licenciatura,Manufactura,Kinesiólogo/a,21,10900.0,Baja
2554,Media Superior,Gobierno,Vigilante,36,18700.0,Media
2555,Media Superior,Finanzas,Repartidor,59,21300.0,Media
2556,Media Superior,Manufactura,Administrador/a,43,8800.0,Baja
2557,Posgrado,Informal,Afilador,29,12100.0,Baja
2558,Básica,Gobierno,Kinesiólogo/a,53,15200.0,Media
2559,Licenciatura,Gobierno,Apicultor,52,16900.0,Media
2560,Licenciatura,Finanzas,Artesano,40,18900.0,Media
2561,Posgrado,Finanzas,Zapatero,56,28800.0,Media
2562,Licenciatura,Servicios,Actuario/a,56,27300.0,Media
2563,Licenciatura,Comercio,Zapatero,49,20100.0,Media
2564,Media Superior,Informal,Arquitecto/a,41,12400.0,Baja
2565,Básica,Comercio,Obrero,52,15800.0,Media
2566,Licenciatura,Manufactura,Carnicero,36,8500.0,Baja
2567,Licenciatura,Manufactura,Afilador,59,27800.0,Media
2568,Licenciatura,Informal,Músico/a,48,12300.0,Baja
2569,Licenciatura,Gobierno,Cocinero,26,11600.0,Baja
2570,Media Superior,Manufactura,Óptico,35,10600.0,Baja
2571,Media Superior,Finanzas,Biólogo/a,55,27600.0,Media
2572,Media Superior,Construcción,Imprentero,55,9900.0,Baja
2573,Media Superior,Finanzas,Obrero,39,17200.0,Media
2574,Posgrado,Manufactura,Telefonista,37,20000.0,Media
2575,Licenciatura,Informal,Barrendero,26,8500.0,Baja
2576,Posgrado,Manufactura,Relojero,26,19100.0,Media
2577,Licenciatura,Comercio,Médico/a cirujano/a,25,8500.0,Baja
2578,Licenciatura,Comercio,Herrero,36,8500.0,Baja
2579,Básica,Comercio,Lutier,36,8500.0,Baja
2580,Licenciatura,Gobierno,Imprentero,30,13000.0,Baja
2581,Licenciatura,Construcción,Lavandero,31,10500.0,Baja
2582,Licenciatura,Servicios,Vendedor,22,8500.0,Baja
2583,Licenciatura,Servicios,Obrero,37,11900.0,Baja
2584,Media Superior,Finanzas,Músico/a,28,9300.0,Baja
2585,Básica,Servicios,Filólogo/a,31,17800.0,Media
2586,Básica,Informal,Jardinero,54,18200.0,Media
2587,Licenciatura,Servicios,Lavandero,20,8500.0,Baja
2588,Licenciatura,Servicios,Lavandero,54,26600.0,Media
2589,Licenciatura,Finanzas,Contador/a,29,16600.0,Media
2590,Media Superior,Finanzas,Sastre,24,8500.0,Baja
2591,Posgrado,Construcción,Físico/a,27,23800.0,Media
2592,Media Superior,Construcción,Chofer transportista,33,8500.0,Baja
2593,Básica,Comercio,Ferretero,28,8500.0,Baja
2594,Básica,Comercio,Pintor,45,9700.0,Baja
2595,Licenciatura,Construcción,Biólogo/a,57,27200.0,Media
2596,Posgrado,Servicios,Agricultor,33,11900.0,Baja
2597,Media Superior,Informal,Tornero,45,8500.0,Baja
2598,Media Superior,Comercio,Tornero,25,13600.0,Baja
2599,Media Superior,Construcción,Enfermero/a,57,23600.0,Media
2600,Licenciatura,Manufactura,Peluquero,59,17100.0,Media
2601,Licenciatura,Manufactura,Biólogo/a,36,9300.0,Baja
2602,Licenciatura,Manufactura,Músico/a,32,8500.0,Baja
2603,Licenciatura,Gobierno,Lingüista,22,8500.0,Baja
2604,Licenciatura,Servicios,Tornero,41,9100.0,Baja
2605,Licenciatura,Finanzas,Tornero,38,19800.0,Media
2606,Básica,Finanzas,Programador,49,15100.0,Media
2607,Licenciatura,Servicios,Barbero,36,10300.0,Baja
2608,Licenciatura,Comercio,Apicultor,37,8500.0,Baja
2609,Media Superior,Manufactura,Enfermero/a,35,8800.0,Baja
2610,Licenciatura,Construcción,Maestro,55,12400.0,Baja
2611,Licenciatura,Finanzas,Vigilante,22,8500.0,Baja
2612,Posgrado,Informal,Veterinario/a,33,31700.0,Media
2613,Licenciatura,Construcción,Historiador/a,21,8500.0,Baja
2614,Media Superior,Servicios,Cajero,49,19300.0,Media
2615,Posgrado,Manufactura,Joyero,31,8500.0,Baja
2616,Básica,Finanzas,Pintor,59,21300.0,Media
2617,Licenciatura,Informal,Pescador,23,8500.0,Baja
2618,Básica,Comercio,Mecánico,42,17600.0,Media
2619,Media Superior,Informal,Traductor/a,40,8600.0,Baja
2620,Media Superior,Gobierno,Biólogo/a,23,8500.0,Baja
2621,Licenciatura,Finanzas,Peluquero,40,11900.0,Baja
2622,Licenciatura,Servicios,Imprentero,24,14400.0,Baja
2623,Licenciatura,Servicios,Pastor,40,11300.0,Baja
2624,Licenciatura,Servicios,Apicultor,49,24500.0,Media
2625,Licenciatura,Finanzas,Traductor/a,53,29600.0,Media
2626,Licenciatura,Manufactura,Ferretero,32,13200.0,Baja
2627,Media Superior,Manufactura,Enfermero/a,23,8500.0,Baja
2628,Básica,Construcción,Arquitecto/a,26,9500.0,Baja
2629,Media Superior,Construcción,Carpintero,59,12300.0,Baja
2630,Media Superior,Comercio,Repartidor,42,12700.0,Baja
2631,Licenciatura,Servicios,Bibliotecario/a,34,18600.0,Media
2632,Básica,Manufactura,Albañil,35,9700.0,Baja
2633,Posgrado,Gobierno,Cerrajero,30,15400.0,Media
2634,Básica,Comercio,Médico/a cirujano/a,50,13000.0,Baja
2635,Licenciatura,Comercio,Profesor/a,29,10200.0,Baja
2636,Básica,Comercio,Zapatero,42,22300.0,Media
2637,Básica,Informal,Fumigador,57,8500.0,Baja
2638,Licenciatura,Comercio,Barbero,57,16600.0,Media
2639,Media Superior,Servicios,Telefonista,33,15300.0,Media
2640,Licenciatura,Gobierno,Diseñador/a gráfico,56,31400.0,Media
2641,Licenciatura,Construcción,Psicoanalista,57,25100.0,Media
2642,Media Superior,Servicios,Físico/a,46,23400.0,Media
2643,Media Superior,Finanzas,Lechero,53,13700.0,Baja
2644,Posgrado,Gobierno,Pescador,50,26800.0,Media
2645,Posgrado,Servicios,Tornero,56,33800.0,Media
2646,Posgrado,Servicios,Kinesiólogo/a,23,12000.0,Baja
2647,Licenciatura,Informal,Soldador,38,14400.0,Baja
2648,Media Superior,Gobierno,Repartidor,58,16700.0,Media
2649,Licenciatura,Manufactura,Médico/a cirujano/a,24,8500.0,Baja
2650,Licenciatura,Servicios,Matemático/a,33,19600.0,Media
2651,Licenciatura,Construcción,Arquitecto/a,46,21100.0,Media
2652,Media Superior,Gobierno,Albañil,53,13800.0,Baja
2653,Básica,Gobierno,Químico/a,35,14900.0,Baja
2654,Media Superior,Gobierno,Matemático/a,47,14100.0,Baja
2655,Básica,Gobierno,Frutero,24,8500.0,Baja
2656,Básica,Servicios,Matemático/a,45,20500.0,Media
2657,Básica,Servicios,Escritor,45,18600.0,Media
2658,Media Superior,Gobierno,Pastor,37,14200.0,Baja
2659,Media Superior,Informal,Cajero,32,8500.0,Baja
2660,Licenciatura,Servicios,Bibliotecario/a,33,13400.0,Baja
2661,Media Superior,Comercio,Lavandero,24,8500.0,Baja
